지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec)
108,2024-12-08 09:02,-2.9,0,313,3,1016.4,1027.4,62.9,.43,4500
108,2024-12-08 09:03,-2.9,0,306.7,3.3,1016.4,1027.4,62.5,.44,4500
108,2024-12-08 09:04,-2.8,0,311.2,3.3,1016.4,1027.4,62.3,.46,4560
108,2024-12-08 09:05,-2.8,0,316.2,2.7,1016.4,1027.4,62.5,.47,4680
108,2024-12-08 09:06,-2.8,0,321.1,3.1,1016.4,1027.4,62.1,.48,4680
108,2024-12-08 09:07,-2.8,0,316,3,1016.4,1027.4,62.4,.5,4740
108,2024-12-08 09:08,-2.8,0,323.5,2.9,1016.4,1027.4,62.3,.51,4860
108,2024-12-08 09:09,-2.8,0,331.3,2.7,1016.4,1027.4,62,.53,4860
108,2024-12-08 09:10,-2.8,0,340,2.2,1016.4,1027.4,61.7,.54,4920
108,2024-12-08 09:11,-2.8,0,33.5,2.2,1016.4,1027.4,61.6,.56,5040
108,2024-12-08 09:12,-2.8,0,76.8,1.7,1016.5,1027.5,61.6,.57,5040
108,2024-12-08 09:13,-2.7,0,323.5,1.8,1016.5,1027.5,61.8,.58,5100
108,2024-12-08 09:14,-2.7,0,331.5,2.2,1016.5,1027.5,62.3,.6,5220
108,2024-12-08 09:15,-2.7,0,321.8,2.2,1016.5,1027.5,62.2,.61,5220
108,2024-12-08 09:16,-2.7,0,322.1,2.3,1016.5,1027.5,62,.63,5280
108,2024-12-08 09:17,-2.7,0,319.7,2.2,1016.5,1027.5,61.5,.64,5400
108,2024-12-08 09:18,-2.6,0,325.4,1.6,1016.6,1027.6,61.5,.66,5400
108,2024-12-08 09:19,-2.6,0,311.6,2.2,1016.6,1027.6,61.7,.68,5460
108,2024-12-08 09:20,-2.6,0,327.4,2.9,1016.6,1027.6,61.4,.69,5580
108,2024-12-08 09:21,-2.6,0,308.7,2.1,1016.6,1027.6,61.3,.71,5580
108,2024-12-08 09:22,-2.5,0,318.6,2.4,1016.6,1027.6,61.2,.72,5640
108,2024-12-08 09:23,-2.5,0,315.5,2.9,1016.6,1027.6,60.9,.74,5760
108,2024-12-08 09:24,-2.4,0,286.2,1.8,1016.6,1027.6,60.9,.76,5760
108,2024-12-08 09:25,-2.4,0,303.3,1.9,1016.6,1027.6,60.9,.77,5820
108,2024-12-08 09:26,-2.3,0,321.6,3.1,1016.7,1027.7,60.7,.79,5940
108,2024-12-08 09:27,-2.3,0,319.9,3.3,1016.7,1027.7,60.5,.81,5940
108,2024-12-08 09:28,-2.3,0,321.3,2.8,1016.7,1027.7,59.5,.82,6000
108,2024-12-08 09:29,-2.3,0,332.6,2.4,1016.7,1027.7,59.5,.84,6120
108,2024-12-08 09:30,-2.3,0,351.6,2.7,1016.7,1027.7,59.3,.86,6120
108,2024-12-08 09:31,-2.2,0,326.2,2.8,1016.7,1027.7,59.5,.88,6180
108,2024-12-08 09:32,-2.2,0,299.1,3.1,1016.7,1027.7,58.8,.89,6300
108,2024-12-08 09:33,-2.2,0,297.3,2.4,1016.7,1027.7,58.8,.91,6300
108,2024-12-08 09:34,-2.2,0,310.6,2.3,1016.7,1027.7,58.9,.93,6360
108,2024-12-08 09:35,-2.2,0,301.2,2.7,1016.8,1027.8,58.2,.95,6480
108,2024-12-08 09:36,-2.2,0,356.9,2.1,1016.8,1027.8,58.2,.97,6480
108,2024-12-08 09:37,-2.2,0,311,2,1016.8,1027.8,58.2,.98,6540
108,2024-12-08 09:38,-2.2,0,312.5,2.3,1016.8,1027.8,58.1,1,6660
108,2024-12-08 09:39,-2.2,0,308.9,3.4,1016.8,1027.8,57.5,1.02,6660
108,2024-12-08 09:40,-2.2,0,319.1,3.2,1016.8,1027.8,56.2,1.04,6720
108,2024-12-08 09:41,-2.2,0,325.8,2.7,1016.8,1027.8,56.3,1.06,6840
108,2024-12-08 09:42,-2.1,0,328.4,2.7,1016.7,1027.7,56.7,1.08,6840
108,2024-12-08 09:43,-2.1,0,331,3.7,1016.8,1027.8,57.3,1.1,6900
108,2024-12-08 09:44,-2,0,333.4,3.2,1016.8,1027.8,57.1,1.12,7020
108,2024-12-08 09:45,-2,0,313.9,1.8,1016.8,1027.8,57.1,1.14,7020
108,2024-12-08 09:46,-2,0,306.5,1.6,1016.8,1027.8,57.4,1.16,7080
108,2024-12-08 09:47,-2,0,312.7,3,1016.8,1027.8,57.3,1.18,7200
108,2024-12-08 09:48,-2,0,298.2,3.2,1016.8,1027.8,56.7,1.2,7200
108,2024-12-08 09:49,-2,0,318.7,2.7,1016.7,1027.7,56.8,1.22,7260
108,2024-12-08 09:50,-2,0,315,2.4,1016.7,1027.7,56.9,1.24,7380
108,2024-12-08 09:51,-1.9,0,331.7,4.2,1016.7,1027.7,56.9,1.26,7380
108,2024-12-08 09:52,-1.9,0,356.7,3.2,1016.8,1027.8,56.2,1.28,7440
108,2024-12-08 09:53,-1.9,0,303.9,2.5,1016.8,1027.8,56,1.3,7560
108,2024-12-08 09:54,-1.9,0,274.2,1.6,1016.8,1027.8,55.9,1.33,7560
108,2024-12-08 09:55,-1.8,0,291.1,1.7,1016.8,1027.8,55.8,1.35,7620
108,2024-12-08 09:56,-1.8,0,314.4,2.4,1016.8,1027.8,55.7,1.37,7740
108,2024-12-08 09:57,-1.8,0,315.1,2.5,1016.8,1027.8,55.8,1.39,7740
108,2024-12-08 09:58,-1.8,0,310.1,2.7,1016.8,1027.8,55.6,1.41,7800
108,2024-12-08 09:59,-1.8,0,317.1,3.2,1016.9,1027.9,55.2,1.43,7920
108,2024-12-08 10:00,-1.8,0,313.7,2.8,1016.9,1027.9,55,1.46,7920
108,2024-12-08 10:01,-1.8,0,318.4,2.1,1016.8,1027.8,55.1,1.48,7980
108,2024-12-08 10:02,-1.8,0,308.3,2.6,1016.9,1027.9,55,1.5,8100
108,2024-12-08 10:03,-1.8,0,306.6,2.7,1016.8,1027.8,54.7,1.52,8100
108,2024-12-08 10:04,-1.7,0,277.9,2.1,1016.8,1027.8,54.9,1.55,8160
108,2024-12-08 10:05,-1.7,0,250,2,1016.8,1027.8,55.2,1.57,8280
108,2024-12-08 10:06,-1.7,0,289.6,3.1,1016.8,1027.8,55.5,1.59,8280
108,2024-12-08 10:07,-1.7,0,322.7,2.7,1016.8,1027.8,54.6,1.62,8340
108,2024-12-08 10:08,-1.7,0,305.6,2.5,1016.8,1027.8,54.5,1.64,8460
108,2024-12-08 10:09,-1.6,0,332.5,2.5,1016.9,1027.9,54.9,1.66,8460
108,2024-12-08 10:10,-1.6,0,327.5,3,1016.8,1027.8,54.9,1.69,8520
108,2024-12-08 10:11,-1.6,0,326.9,3.2,1016.8,1027.8,53.7,1.71,8640
108,2024-12-08 10:12,-1.5,0,45.6,2.2,1016.9,1027.9,54,1.73,8640
108,2024-12-08 10:13,-1.5,0,314,2.7,1016.9,1027.9,54,1.76,8700
108,2024-12-08 10:14,-1.4,0,307.3,2.5,1016.9,1027.9,53.9,1.78,8820
108,2024-12-08 10:15,-1.5,0,292.6,1.7,1016.8,1027.8,54.1,1.81,8820
108,2024-12-08 10:16,-1.5,0,286.5,3.1,1016.8,1027.8,53.4,1.83,8880
108,2024-12-08 10:17,-1.4,0,279.9,2.9,1016.8,1027.8,53.6,1.86,9000
108,2024-12-08 10:18,-1.4,0,279.1,1.9,1016.9,1027.9,53.9,1.88,9000
108,2024-12-08 10:19,-1.4,0,314.8,2.4,1016.9,1027.9,53.6,1.91,9060
108,2024-12-08 10:20,-1.4,0,315.6,2.8,1016.8,1027.8,53.3,1.93,9180
108,2024-12-08 10:21,-1.3,0,337.5,2.1,1016.9,1027.9,53.1,1.96,9180
108,2024-12-08 10:22,-1.3,0,280.8,1.9,1016.9,1027.9,53,1.98,9240
108,2024-12-08 10:23,-1.3,0,289.5,1.7,1016.9,1027.9,52.5,2.01,9360
108,2024-12-08 10:24,-1.3,0,326.5,2.3,1016.9,1027.9,52.5,2.03,9360
108,2024-12-08 10:25,-1.2,0,287.3,2.9,1016.9,1027.9,52.7,2.06,9420
108,2024-12-08 10:26,-1.2,0,287.5,2.2,1016.9,1027.9,54,2.08,9540
108,2024-12-08 10:27,-1.1,0,290.7,2.4,1016.9,1027.8,53.4,2.11,9540
108,2024-12-08 10:28,-1.2,0,298.4,3.2,1016.9,1027.9,52,2.13,9600
108,2024-12-08 10:29,-1.2,0,288,2.6,1016.9,1027.9,51.4,2.16,9720
108,2024-12-08 10:30,-1.2,0,281.1,2.8,1016.8,1027.8,51.8,2.19,9720
108,2024-12-08 10:31,-1.2,0,298.2,2.9,1016.8,1027.8,51.2,2.21,9780
108,2024-12-08 10:32,-1.2,0,307.9,2.4,1016.8,1027.8,51.5,2.24,9900
108,2024-12-08 10:33,-1.1,0,258.5,2.3,1016.8,1027.7,52.1,2.27,9900
108,2024-12-08 10:34,-1,0,246.4,3,1016.8,1027.7,52.2,2.29,9960
108,2024-12-08 10:35,-.9,0,248.3,2.6,1016.8,1027.7,52.2,2.32,10080
108,2024-12-08 10:36,-.9,0,249.6,2.9,1016.8,1027.7,51.6,2.35,10080
108,2024-12-08 10:37,-.8,0,241.4,2.9,1016.8,1027.7,51.6,2.37,10140
108,2024-12-08 10:38,-.8,0,249.1,3,1016.8,1027.7,51.6,2.4,10260
108,2024-12-08 10:39,-.7,0,255.9,3.1,1016.9,1027.8,50.9,2.43,10260
108,2024-12-08 10:40,-.7,0,246.6,2.7,1016.8,1027.7,50.6,2.46,10320
108,2024-12-08 10:41,-.6,0,250.7,2.2,1016.9,1027.8,50.7,2.48,10440
108,2024-12-08 10:42,-.7,0,252.8,2.7,1016.9,1027.8,49.9,2.51,10440
108,2024-12-08 10:43,-.6,0,235.2,3.2,1016.9,1027.8,49.9,2.54,10500
108,2024-12-08 10:44,-.6,0,256,3.8,1016.9,1027.8,49.6,2.57,10620
108,2024-12-08 10:45,-.6,0,271.8,3.5,1016.9,1027.8,49.7,2.6,10620
108,2024-12-08 10:46,-.5,0,251.1,3.9,1016.9,1027.8,48.3,2.62,10680
108,2024-12-08 10:47,-.5,0,272.2,3.5,1016.9,1027.8,48,2.65,10800
108,2024-12-08 10:48,-.6,0,286,2.7,1016.9,1027.8,47.2,2.68,10800
108,2024-12-08 10:49,-.6,0,288.4,2.8,1016.9,1027.8,46.8,2.71,10860
108,2024-12-08 10:50,-.6,0,287.1,1.3,1016.9,1027.8,47.9,2.74,10980
108,2024-12-08 10:51,-.6,0,289,2.3,1016.9,1027.8,47.3,2.77,10980
108,2024-12-08 10:52,-.6,0,300.2,2.4,1016.9,1027.8,47.2,2.8,11040
108,2024-12-08 10:53,-.6,0,284.6,3.2,1016.9,1027.8,47.3,2.82,11160
108,2024-12-08 10:54,-.6,0,291.4,3.4,1016.9,1027.8,47,2.85,11160
108,2024-12-08 10:55,-.6,0,300.5,2.9,1016.9,1027.8,47.2,2.88,11220
108,2024-12-08 10:56,-.6,0,319.5,2.6,1016.8,1027.7,47.6,2.91,11340
108,2024-12-08 10:57,-.6,0,298.2,2.7,1016.8,1027.7,47.6,2.94,11340
108,2024-12-08 10:58,-.6,0,289.3,3,1016.7,1027.6,48.1,2.97,11400
108,2024-12-08 10:59,-.5,0,324.1,3.2,1016.7,1027.6,48.1,3,11520
108,2024-12-08 11:00,-.5,0,321.5,2.9,1016.7,1027.6,48,3.03,11520
108,2024-12-08 11:01,-.5,0,319,2.5,1016.7,1027.6,47.3,3.06,11580
108,2024-12-08 11:02,-.4,0,325.8,3.2,1016.7,1027.6,48,3.09,11700
108,2024-12-08 11:03,-.3,0,323.8,2.5,1016.6,1027.5,47.9,3.12,11700
108,2024-12-08 11:04,-.3,0,314.5,1.8,1016.6,1027.5,48.2,3.15,11760
108,2024-12-08 11:05,-.3,0,321.2,3,1016.6,1027.5,47.8,3.18,11880
108,2024-12-08 11:06,-.2,0,323,2.5,1016.7,1027.6,47.8,3.21,11880
108,2024-12-08 11:07,-.2,0,286,1.7,1016.6,1027.5,48.4,3.24,11940
108,2024-12-08 11:08,-.1,0,261.2,2.2,1016.6,1027.5,48.8,3.27,12060
108,2024-12-08 11:09,0,0,245.6,3.2,1016.6,1027.5,49,3.3,12060
108,2024-12-08 11:10,.1,0,223.7,2.5,1016.6,1027.5,48.7,3.33,12120
108,2024-12-08 11:11,.1,0,213.8,2.2,1016.6,1027.5,48.4,3.36,12240
108,2024-12-08 11:12,.1,0,257,2,1016.6,1027.5,48.4,3.39,12240
108,2024-12-08 11:13,.2,0,244.1,1.4,1016.6,1027.5,48.8,3.42,12300
108,2024-12-08 11:14,.3,0,262.5,2.1,1016.6,1027.5,48.5,3.45,12420
108,2024-12-08 11:15,.3,0,249.6,3,1016.5,1027.4,48,3.48,12420
108,2024-12-08 11:16,.3,0,246.8,2.4,1016.5,1027.4,47.4,3.51,12480
108,2024-12-08 11:17,.3,0,276.6,1.9,1016.5,1027.4,47.6,3.54,12600
108,2024-12-08 11:18,.2,0,295.2,2.6,1016.5,1027.4,46.8,3.57,12600
108,2024-12-08 11:19,.2,0,294.8,2.2,1016.5,1027.4,47,3.6,12660
108,2024-12-08 11:20,.3,0,251.8,2.7,1016.5,1027.4,47.6,3.63,12780
108,2024-12-08 11:21,.4,0,213.9,2.3,1016.5,1027.4,48.2,3.66,12780
108,2024-12-08 11:22,.6,0,218.7,1.9,1016.5,1027.4,48.6,3.69,12840
108,2024-12-08 11:23,.6,0,224.2,2,1016.5,1027.4,48.1,3.73,12960
108,2024-12-08 11:24,.5,0,302.8,1.8,1016.5,1027.4,47.1,3.76,12960
108,2024-12-08 11:25,.5,0,209.4,2.7,1016.4,1027.3,47.3,3.79,13020
108,2024-12-08 11:26,.5,0,263.5,1.4,1016.5,1027.4,47.1,3.82,13140
108,2024-12-08 11:27,.5,0,309.1,2.2,1016.5,1027.4,46.9,3.85,13140
108,2024-12-08 11:28,.5,0,291.1,.9,1016.4,1027.3,46.6,3.88,13200
108,2024-12-08 11:29,.5,0,309.1,1.3,1016.4,1027.3,47.2,3.91,13320
108,2024-12-08 11:30,.5,0,285.6,2.8,1016.4,1027.3,46.8,3.94,13320
108,2024-12-08 11:31,.5,0,292.5,1.2,1016.3,1027.2,46.6,3.97,13380
108,2024-12-08 11:32,.4,0,293.3,1.8,1016.3,1027.2,46.4,4.01,13500
108,2024-12-08 11:33,.4,0,322.7,2.3,1016.3,1027.2,46.3,4.04,13500
108,2024-12-08 11:34,.3,0,305,2.6,1016.3,1027.2,45.9,4.07,13560
108,2024-12-08 11:35,.4,0,14.5,1.9,1016.3,1027.2,46.6,4.1,13680
108,2024-12-08 11:36,.6,0,318.6,1.6,1016.3,1027.2,47.7,4.13,13680
108,2024-12-08 11:37,.7,0,252.4,1.5,1016.3,1027.2,48,4.16,13740
108,2024-12-08 11:38,.8,0,236.3,1.7,1016.4,1027.3,48.3,4.2,13860
108,2024-12-08 11:39,.9,0,241.5,2.8,1016.3,1027.2,46.7,4.23,13860
108,2024-12-08 11:40,1,0,191.5,2.3,1016.3,1027.2,46.9,4.26,13920
108,2024-12-08 11:41,1,0,253.9,1.6,1016.3,1027.2,47.3,4.29,14040
108,2024-12-08 11:42,.9,0,298.6,3.1,1016.3,1027.2,46,4.32,14040
108,2024-12-08 11:43,1,0,305.7,2.9,1016.3,1027.2,46.9,4.36,14100
108,2024-12-08 11:44,1.1,0,294.7,2.5,1016.3,1027.2,46.7,4.39,14220
108,2024-12-08 11:45,1.1,0,269.3,1.7,1016.3,1027.2,46.4,4.42,14220
108,2024-12-08 11:46,1.2,0,256.5,1.7,1016.3,1027.2,46,4.45,14280
108,2024-12-08 11:47,1.2,0,312.6,2.3,1016.3,1027.2,45.8,4.49,14400
108,2024-12-08 11:48,1.2,0,280.6,2.2,1016.3,1027.2,45.5,4.52,14400
108,2024-12-08 11:49,1.1,0,262.6,3.4,1016.3,1027.2,44.3,4.55,14460
108,2024-12-08 11:50,1.1,0,266.7,1.9,1016.3,1027.2,44.3,4.58,14580
108,2024-12-08 11:51,1.2,0,237.6,2.2,1016.2,1027.1,44.6,4.62,14580
108,2024-12-08 11:52,1.3,0,223.8,1.8,1016.2,1027,44.6,4.65,14640
108,2024-12-08 11:53,1.3,0,250.3,2.5,1016.2,1027,44.1,4.68,14760
108,2024-12-08 11:54,1.4,0,260.9,3,1016.2,1027,44.1,4.71,14760
108,2024-12-08 11:55,1.5,0,227.4,2.4,1016.2,1027,44.3,4.75,14820
108,2024-12-08 11:56,1.6,0,228.1,2.3,1016.2,1027,44.5,4.78,14940
108,2024-12-08 11:57,1.7,0,219.4,2.5,1016.2,1027,44.5,4.81,14940
108,2024-12-08 11:58,1.7,0,212.9,2,1016.1,1026.9,43.3,4.85,15000
108,2024-12-08 11:59,1.8,0,177.8,1.2,1016.1,1026.9,43,4.88,15120
108,2024-12-08 12:00,1.8,0,195.8,1.5,1016.1,1026.9,43.7,4.91,15120
108,2024-12-08 12:01,1.8,0,208.3,4.2,1016.1,1026.9,42.8,4.95,15180
108,2024-12-08 12:02,1.8,0,213.6,3.6,1016.1,1026.9,42.1,4.98,15300
108,2024-12-08 12:03,1.7,0,276.7,2.8,1016.1,1026.9,41.7,5.01,15300
108,2024-12-08 12:04,1.7,0,265.1,1.9,1016.1,1026.9,41.6,5.05,15360
108,2024-12-08 12:05,1.7,0,245.5,3,1016.1,1026.9,42.3,5.08,15480
108,2024-12-08 12:06,1.7,0,248.7,3.6,1016,1026.8,42.2,5.11,15480
108,2024-12-08 12:07,1.7,0,241.7,2.2,1016,1026.8,41.3,5.15,15540
108,2024-12-08 12:08,1.7,0,213.3,1.6,1016,1026.8,41.9,5.18,15660
108,2024-12-08 12:09,1.8,0,226.7,1.8,1016,1026.8,41.9,5.21,15660
108,2024-12-08 12:10,1.9,0,202.1,1.6,1016,1026.8,42.1,5.24,15720
108,2024-12-08 12:11,2,0,245.5,2.8,1016,1026.8,41.3,5.28,15840
108,2024-12-08 12:12,2,0,245.7,1.9,1016,1026.8,41.6,5.31,15840
108,2024-12-08 12:13,1.9,0,245.2,3.6,1016,1026.8,40.4,5.34,15900
108,2024-12-08 12:14,1.9,0,229.7,4.1,1016,1026.8,40.6,5.38,16020
108,2024-12-08 12:15,1.9,0,252,4.8,1016,1026.8,39.8,5.41,16020
108,2024-12-08 12:16,1.9,0,251.3,3.6,1016,1026.8,39.1,5.45,16080
108,2024-12-08 12:17,1.8,0,258.2,3.3,1015.9,1026.7,39.2,5.48,16200
108,2024-12-08 12:18,1.7,0,278.9,3.6,1015.9,1026.7,38.8,5.51,16200
108,2024-12-08 12:19,1.7,0,261.5,4,1015.9,1026.7,39,5.55,16260
108,2024-12-08 12:20,1.8,0,250.7,2.6,1015.9,1026.7,39.7,5.58,16380
108,2024-12-08 12:21,1.9,0,205.5,2.1,1015.9,1026.7,39.8,5.61,16380
108,2024-12-08 12:22,1.9,0,249.2,2.1,1015.9,1026.7,40.2,5.65,16440
108,2024-12-08 12:23,2.1,0,224.9,2.9,1015.9,1026.7,40.9,5.68,16560
108,2024-12-08 12:24,2.1,0,253.5,2.1,1015.9,1026.7,40,5.71,16560
108,2024-12-08 12:25,2.2,0,268.8,1.7,1015.8,1026.6,39.6,5.75,16620
108,2024-12-08 12:26,2.2,0,240.5,2.7,1015.8,1026.6,39.5,5.78,16740
108,2024-12-08 12:27,2.2,0,234.7,1.7,1015.8,1026.6,39,5.81,16740
108,2024-12-08 12:28,2.3,0,223,2,1015.8,1026.6,39,5.85,16800
108,2024-12-08 12:29,2.3,0,214.6,1.9,1015.8,1026.6,38.4,5.88,16920
108,2024-12-08 12:30,2.4,0,245.8,1.7,1015.7,1026.5,38.9,5.91,16920
108,2024-12-08 12:31,2.4,0,236.2,2.9,1015.7,1026.5,38.7,5.95,16980
108,2024-12-08 12:32,2.5,0,212.3,3.4,1015.7,1026.5,37.6,5.98,17100
108,2024-12-08 12:33,2.6,0,215.7,2.5,1015.7,1026.5,37.3,6.01,17100
108,2024-12-08 12:34,2.6,0,173.4,1.6,1015.7,1026.5,37.5,6.05,17160
108,2024-12-08 12:35,2.6,0,244.1,1.2,1015.7,1026.5,37.6,6.08,17280
108,2024-12-08 12:36,2.4,0,307.3,3,1015.6,1026.4,36.6,6.12,17280
108,2024-12-08 12:37,2.4,0,313.5,2.8,1015.6,1026.4,36.8,6.15,17340
108,2024-12-08 12:38,2.4,0,267,2.5,1015.6,1026.4,37.1,6.18,17460
108,2024-12-08 12:39,2.4,0,260.7,3.3,1015.6,1026.4,36.6,6.22,17460
108,2024-12-08 12:40,2.4,0,233.3,2.8,1015.6,1026.4,36.6,6.25,17520
108,2024-12-08 12:41,2.5,0,262,2.5,1015.5,1026.3,36.4,6.28,17640
108,2024-12-08 12:42,2.3,0,271.2,3.2,1015.5,1026.3,35.8,6.32,17640
108,2024-12-08 12:43,2.2,0,305.3,3.3,1015.5,1026.3,35,6.35,17700
108,2024-12-08 12:44,2.1,0,293.3,2.2,1015.5,1026.3,35.1,6.38,17820
108,2024-12-08 12:45,2.2,0,260.6,2.7,1015.5,1026.3,35.5,6.42,17820
108,2024-12-08 12:46,2.2,0,212,2.9,1015.4,1026.2,35.9,6.45,17880
108,2024-12-08 12:47,2.3,0,257.2,2.2,1015.4,1026.2,35.8,6.48,18000
108,2024-12-08 12:48,2.4,0,270.9,2.3,1015.4,1026.2,36.4,6.52,18000
108,2024-12-08 12:49,2.4,0,239.7,2.2,1015.4,1026.2,36.4,6.55,18060
108,2024-12-08 12:50,2.4,0,268.9,1.3,1015.4,1026.2,35.6,6.58,18180
108,2024-12-08 12:51,2.4,0,272.3,2.2,1015.4,1026.2,35.1,6.62,18180
108,2024-12-08 12:52,2.4,0,297.6,2.3,1015.4,1026.2,34.9,6.65,18240
108,2024-12-08 12:53,2.5,0,289.7,3.6,1015.4,1026.2,34.4,6.68,18360
108,2024-12-08 12:54,2.5,0,300.2,3.3,1015.4,1026.2,34.5,6.72,18360
108,2024-12-08 12:55,2.4,0,306.6,1,1015.4,1026.2,34.8,6.75,18420
108,2024-12-08 12:56,2.4,0,270.2,3.2,1015.4,1026.2,34.4,6.78,18540
108,2024-12-08 12:57,2.4,0,246,4.8,1015.4,1026.2,34.4,6.82,18540
108,2024-12-08 12:58,2.4,0,244.8,4.5,1015.4,1026.2,34.5,6.85,18600
108,2024-12-08 12:59,2.5,0,215.9,2.9,1015.4,1026.2,35.7,6.88,18720
108,2024-12-08 13:00,2.6,0,252.2,3.5,1015.4,1026.2,35.3,6.92,18720
108,2024-12-08 13:01,2.6,0,243.2,4.1,1015.4,1026.2,34.7,6.95,18780
108,2024-12-08 13:02,2.7,0,211.7,2.6,1015.4,1026.2,34.5,6.98,18900
108,2024-12-08 13:03,2.8,0,251.1,2.6,1015.4,1026.2,35,7.02,18900
108,2024-12-08 13:04,2.8,0,280,2.6,1015.3,1026.1,34.7,7.05,18960
108,2024-12-08 13:05,2.8,0,236.4,2,1015.3,1026.1,34.4,7.08,19080
108,2024-12-08 13:06,2.9,0,266.5,2.4,1015.3,1026.1,34.5,7.12,19080
108,2024-12-08 13:07,2.9,0,264.6,2.8,1015.3,1026.1,34.3,7.15,19140
108,2024-12-08 13:08,2.8,0,308,2.8,1015.3,1026.1,32.7,7.18,19260
108,2024-12-08 13:09,2.8,0,293.6,2.6,1015.3,1026.1,33.1,7.21,19260
108,2024-12-08 13:10,2.7,0,284.9,3.8,1015.3,1026.1,32.4,7.25,19320
108,2024-12-08 13:11,2.5,0,290.9,4.2,1015.3,1026.1,31.2,7.28,19440
108,2024-12-08 13:12,2.4,0,286.8,3.6,1015.3,1026.1,31,7.31,19440
108,2024-12-08 13:13,2.3,0,298.4,4.1,1015.3,1026.1,31.2,7.34,19500
108,2024-12-08 13:14,2.2,0,292.3,3.9,1015.3,1026.1,31.4,7.38,19620
108,2024-12-08 13:15,2.2,0,283.5,3.7,1015.3,1026.1,31.7,7.41,19620
108,2024-12-08 13:16,2.2,0,281.8,2.7,1015.3,1026.1,31.9,7.44,19680
108,2024-12-08 13:17,2.2,0,245.9,3,1015.3,1026.1,33,7.47,19800
108,2024-12-08 13:18,2.3,0,265.8,3,1015.2,1026,32.9,7.51,19800
108,2024-12-08 13:19,2.3,0,274.2,2.9,1015.2,1026,32.8,7.54,19860
108,2024-12-08 13:20,2.4,0,213.8,2.1,1015.2,1026,33.7,7.57,19980
108,2024-12-08 13:21,2.5,0,218.9,3.8,1015.2,1026,33.7,7.6,19980
108,2024-12-08 13:22,2.6,0,234.4,3.3,1015.2,1026,34.5,7.63,20040
108,2024-12-08 13:23,2.8,0,217,3.4,1015.2,1026,35.3,7.67,20160
108,2024-12-08 13:24,2.9,0,214.6,4.2,1015.2,1026,34.3,7.7,20160
108,2024-12-08 13:25,2.8,0,267.3,3.2,1015.2,1026,33.1,7.73,20220
108,2024-12-08 13:26,2.8,0,287.3,2.3,1015.2,1026,33.2,7.76,20340
108,2024-12-08 13:27,2.8,0,271,3.7,1015.2,1026,33.2,7.79,20340
108,2024-12-08 13:28,2.9,0,221.9,2.2,1015.2,1026,34,7.82,20400
108,2024-12-08 13:29,2.9,0,254.4,1.1,1015.2,1026,33.9,7.86,20520
108,2024-12-08 13:30,3,0,279.2,2.6,1015.2,1026,34.1,7.89,20520
108,2024-12-08 13:31,3.1,0,231.4,3,1015.1,1025.8,33.2,7.92,20580
108,2024-12-08 13:32,3.2,0,176.8,3,1015.2,1025.9,33.5,7.95,20700
108,2024-12-08 13:33,3.2,0,253.2,2.1,1015.2,1025.9,34.2,7.98,20700
108,2024-12-08 13:34,3.3,0,268.8,3,1015.2,1025.9,33.7,8.01,20760
108,2024-12-08 13:35,3.4,0,223.3,2.5,1015.2,1025.9,33.7,8.04,20880
108,2024-12-08 13:36,3.4,0,237.1,4.1,1015.2,1025.9,33.1,8.07,20880
108,2024-12-08 13:37,3.3,0,266.9,3.4,1015.1,1025.8,32.2,8.1,20940
108,2024-12-08 13:38,3.3,0,230.1,4.1,1015.1,1025.8,32.2,8.13,21060
108,2024-12-08 13:39,3.2,0,276.6,2.8,1015.1,1025.8,32.2,8.17,21060
108,2024-12-08 13:40,3.2,0,272.9,2.8,1015.1,1025.8,32.1,8.2,21120
108,2024-12-08 13:41,3.2,0,252.8,3,1015.1,1025.8,32.1,8.23,21240
108,2024-12-08 13:42,3.3,0,241,3.2,1015.1,1025.8,32,8.26,21240
108,2024-12-08 13:43,3.3,0,249.5,2.7,1015.1,1025.8,32.3,8.29,21300
108,2024-12-08 13:44,3.3,0,244.6,3.1,1015.1,1025.8,32.4,8.32,21420
108,2024-12-08 13:45,3.2,0,279.7,4.3,1015,1025.7,30.8,8.35,21420
108,2024-12-08 13:46,3.2,0,291.2,2.3,1015,1025.7,30.7,8.38,21480
108,2024-12-08 13:47,3.3,0,276.3,1.6,1015,1025.7,31.5,8.41,21600
108,2024-12-08 13:48,3.4,0,196,1.8,1015,1025.7,32.3,8.44,21600
108,2024-12-08 13:49,3.4,0,282.5,3,1015,1025.7,31.5,8.47,21660
108,2024-12-08 13:50,3.3,0,277.8,3.8,1015,1025.7,31,8.5,21780
108,2024-12-08 13:51,3.2,0,296.8,3.5,1015,1025.7,30.3,8.53,21780
108,2024-12-08 13:52,3.2,0,281.4,3.1,1015,1025.7,30.5,8.56,21840
108,2024-12-08 13:53,3.3,0,302,1.9,1015,1025.7,30.9,8.59,21960
108,2024-12-08 13:54,3.3,0,284.5,2,1015,1025.7,31.3,8.62,21960
108,2024-12-08 13:55,3.4,0,276.5,2.9,1015.1,1025.8,30.9,8.65,22020
108,2024-12-08 13:56,3.4,0,274.8,2.9,1015.1,1025.8,30.6,8.68,22140
